epoch,accuracy,loss,val_accuracy,val_loss
42,0.34100499749183655,1.6726264953613281,0.3498188853263855,1.6603453159332275
43,0.34375,1.6010745763778687,0.3505154550075531,1.6591931581497192
44,0.3427834212779999,1.6707842350006104,0.35636666417121887,1.6594096422195435
45,0.25,1.7461892366409302,0.3553914725780487,1.6582998037338257
46,0.34226036071777344,1.6705687046051025,0.3471719026565552,1.6754900217056274
47,0.25,1.6947171688079834,0.34577876329421997,1.676896572113037
48,0.34097012877464294,1.6702381372451782,0.34229591488838196,1.6678366661071777
49,0.40625,1.6002871990203857,0.34173864126205444,1.6681222915649414
50,0.34212085604667664,1.6694438457489014,0.3527444899082184,1.6666476726531982
51,0.1875,1.8965786695480347,0.35358038544654846,1.668308973312378
52,0.33828502893447876,1.6675150394439697,0.34438562393188477,1.667594075202942
53,0.375,1.6221847534179688,0.3439676761627197,1.6678636074066162
54,0.3427485525608063,1.6664263010025024,0.3517692983150482,1.6587387323379517
55,0.28125,1.8604726791381836,0.3513513505458832,1.6589127779006958
56,0.3414234519004822,1.6675668954849243,0.3616606295108795,1.6465851068496704
57,0.25,1.7182867527008057,0.36152130365371704,1.6464612483978271
58,0.341911643743515,1.6684993505477905,0.3647255599498749,1.6442914009094238
59,0.3125,1.6545759439468384,0.36528280377388,1.6442722082138062
60,0.34355059266090393,1.6658462285995483,0.36528280377388,1.643365740776062
61,0.34375,1.8700718879699707,0.36430761218070984,1.6431390047073364
62,0.3418070375919342,1.6669721603393555,0.35149067640304565,1.6515768766403198
63,0.28125,1.7350327968597412,0.35288381576538086,1.6507277488708496
64,0.3442479968070984,1.6651110649108887,0.3342156708240509,1.6726672649383545
65,0.5,1.6084632873535156,0.33379772305488586,1.6725131273269653
66,0.3443875014781952,1.6633204221725464,0.36486485600471497,1.652651071548462
67,0.25,1.689636468887329,0.36500418186187744,1.6517120599746704
68,0.34763050079345703,1.6627964973449707,0.34438562393188477,1.655693531036377
69,0.5,1.5893688201904297,0.3463360369205475,1.6544426679611206
70,0.34341108798980713,1.6640185117721558,0.35789912939071655,1.6411210298538208
71,0.25,1.6975281238555908,0.35845640301704407,1.6411925554275513
72,0.3455033600330353,1.6626050472259521,0.36361104249954224,1.6441892385482788
73,0.28125,1.7918639183044434,0.36430761218070984,1.6443886756896973
74,0.34780487418174744,1.66152822971344,0.3566453158855438,1.6448640823364258
75,0.40625,1.5282167196273804,0.35775983333587646,1.6443578004837036
76,0.3475956320762634,1.6607621908187866,0.3562273681163788,1.6657055616378784
77,0.375,1.6100869178771973,0.3553914725780487,1.6653473377227783
78,0.34627053141593933,1.6598272323608398,0.3673725128173828,1.6424946784973145
79,0.4375,1.4932513236999512,0.36765116453170776,1.643383502960205
80,0.3456428349018097,1.6601312160491943,0.35358038544654846,1.6475368738174438
81,0.25,1.9263296127319336,0.35302311182022095,1.6478809118270874
82,0.34790948033332825,1.6588433980941772,0.342713862657547,1.6662342548370361
83,0.375,1.5943360328674316,0.34313178062438965,1.666406273841858
84,0.3487463891506195,1.6566582918167114,0.3661186993122101,1.6435661315917969
85,0.21875,1.7749077081680298,0.3654221296310425,1.6435179710388184
86,0.34902533888816833,1.6579889059066772,0.3647255599498749,1.6433840990066528
87,0.15625,1.727391242980957,0.36486485600471497,1.6432454586029053
88,0.3487463891506195,1.6550236940383911,0.361799955368042,1.6431248188018799
89,0.3125,1.726540446281433,0.361799955368042,1.6430436372756958
90,0.34937405586242676,1.6572498083114624,0.3651435077190399,1.6429752111434937
91,0.34375,1.7006970643997192,0.3647255599498749,1.6428278684616089
92,0.34947866201400757,1.6563376188278198,0.3623571991920471,1.6430550813674927
93,0.375,1.6006684303283691,0.3624965250492096,1.643120527267456
94,0.34961816668510437,1.6562906503677368,0.3619392514228821,1.6420353651046753
95,0.34375,1.5892672538757324,0.3623571991920471,1.642105221748352
96,0.3529658019542694,1.6546237468719482,0.3637503385543823,1.6426492929458618
97,0.34375,1.569035291671753,0.3638896644115448,1.6426377296447754
98,0.34801408648490906,1.6570261716842651,0.3638896644115448,1.6428524255752563
99,0.4375,1.6219956874847412,0.3640289902687073,1.6429245471954346
